date,Neg_Count,Pos_Count,favorites,Count,negcount1day,poscount1day,favcount1day,econcount1day,job_change1day,growthgap1day,change1day
2020-02-26,499,483,359,76,484.0,464.0,317.0,87.0,315.0,0.3,-0.034852133111070015
2020-02-27,765,691,553,83,499.0,483.0,359.0,76.0,315.0,0.3,-0.00853014195684005
2020-02-28,882,806,565,142,765.0,691.0,553.0,83.0,315.0,0.3,-0.02602632095855428
2020-03-02,601,470,445,98,882.0,806.0,565.0,142.0,315.0,0.3,0.02618635261517147
2020-03-03,771,622,395,153,601.0,470.0,445.0,98.0,315.0,0.3,0.03648435666141309
2020-03-04,525,537,323,64,771.0,622.0,395.0,153.0,315.0,0.3,-0.029919224555735032
2020-03-05,469,432,312,61,525.0,537.0,323.0,64.0,315.0,0.3,0.02201750947340915
2020-03-06,652,542,317,90,469.0,432.0,312.0,61.0,315.0,0.3,-0.008262836907338313
2020-03-09,761,633,520,110,652.0,542.0,317.0,90.0,289.0,0.3,0.014702370799931785
2020-03-10,638,517,383,92,761.0,633.0,520.0,110.0,289.0,0.3,-0.0038866690882673203
2020-03-11,686,518,1012,96,638.0,517.0,383.0,92.0,289.0,0.3,0.013279932546374471
2020-03-12,1226,838,770,162,686.0,518.0,1012.0,96.0,289.0,0.3,-0.02258639116494469
2020-03-13,1090,854,699,175,1226.0,838.0,770.0,162.0,289.0,0.3,-0.03082031249999995
2020-03-16,1323,1052,2670,239,1090.0,854.0,699.0,175.0,289.0,0.3,0.02368010946824288
2020-03-17,863,758,2415,133,1323.0,1052.0,2670.0,239.0,289.0,0.3,-0.0055145534455593856
2020-03-18,1209,983,2831,191,863.0,758.0,2415.0,133.0,289.0,0.3,0.03166829905321588
2020-03-19,941,846,2146,138,1209.0,983.0,2831.0,191.0,289.0,0.3,0.015873015873015872
2020-03-20,1181,981,739,171,941.0,846.0,2146.0,138.0,289.0,0.3,0.005266457680250746
2020-03-23,965,741,496,154,1181.0,981.0,739.0,171.0,289.0,0.3,-0.056611553209912124
2020-03-24,863,774,495,149,965.0,741.0,496.0,154.0,289.0,0.3,-0.022963320040317318
2020-03-25,774,688,512,151,863.0,774.0,495.0,149.0,289.0,0.3,0.037240849756846765
2020-03-26,788,659,2967,119,774.0,688.0,512.0,151.0,289.0,0.3,0.007840895168865061
2020-03-27,857,671,1380,146,788.0,659.0,2967.0,119.0,289.0,0.2,0.04680987495992296
2020-03-30,740,679,691,151,857.0,671.0,1380.0,146.0,289.0,0.2,0.0005922533264894272
2020-03-31,767,577,4876,99,740.0,679.0,691.0,151.0,289.0,0.2,0.023269456394211924
2020-04-01,604,482,1323,91,767.0,577.0,4876.0,99.0,289.0,0.2,-0.010784464230887329
2020-04-02,773,529,266,98,604.0,482.0,1323.0,91.0,289.0,0.2,-0.007379627389305525
2020-04-03,821,554,1285,120,773.0,529.0,266.0,98.0,289.0,0.2,0.02708103919409444
2020-04-06,610,501,2037,92,821.0,554.0,1285.0,120.0,289.0,0.2,-0.010248843515712208
2020-04-07,652,570,560,95,610.0,501.0,2037.0,92.0,-1683.0,0.2,0.027226186782500928
2020-04-08,526,425,2932,76,652.0,570.0,560.0,95.0,-1683.0,0.2,-0.03311330731920785
2020-04-09,1091,911,3097,217,526.0,425.0,2932.0,76.0,-1683.0,0.2,0.02265263472160021
2020-04-13,459,401,24843,93,1091.0,911.0,3097.0,217.0,-1683.0,0.2,0.002233590316305225
2020-04-14,748,650,34018,132,459.0,401.0,24843.0,93.0,-1683.0,0.2,-0.005340261239806457
2020-04-15,487,489,14146,73,748.0,650.0,34018.0,132.0,-1683.0,0.2,0.010000711794433776
2020-04-16,526,506,32806,93,487.0,489.0,14146.0,73.0,-1683.0,0.2,0.0006845120149872022
2020-04-17,757,678,8740,119,526.0,506.0,32806.0,93.0,-1683.0,0.2,-0.00017911517105482548
2020-04-20,615,719,596,144,757.0,678.0,8740.0,119.0,-1683.0,0.2,0.0044151657439203545
2020-04-21,793,728,1376,114,615.0,719.0,596.0,144.0,-1683.0,0.2,-0.0036092141113196227
2020-04-22,536,503,1123,77,793.0,728.0,1376.0,114.0,-1683.0,0.2,-0.013334296968163906
2020-04-23,779,710,434,106,536.0,503.0,1123.0,77.0,-1683.0,0.2,0.002694449434165618
2020-04-24,621,657,355,92,779.0,710.0,434.0,106.0,-1683.0,0.2,-0.005026917180648241
2020-04-27,527,582,807,90,621.0,657.0,355.0,92.0,-1683.0,0.2,0.00797919709329252
2020-04-28,543,532,472,77,527.0,582.0,807.0,90.0,-1683.0,0.2,0.006769079685746375
2020-04-29,631,618,386,96,543.0,532.0,472.0,77.0,-1683.0,0.2,-0.01817744484915114
2020-04-30,480,472,314,70,631.0,618.0,386.0,96.0,-1683.0,-0.2,0.005762700236682355
2020-05-01,621,608,352,97,480.0,472.0,314.0,70.0,-1683.0,-0.2,-0.004216516403277095
2020-05-04,450,446,229,61,621.0,608.0,352.0,97.0,-1683.0,-0.2,-0.008832497984648214
2020-05-05,326,434,844,47,450.0,446.0,229.0,61.0,-1683.0,-0.2,0.010080501531666251
2020-05-06,555,562,334,104,326.0,434.0,844.0,47.0,-1683.0,-0.2,-0.0015699134803237116
2020-05-07,622,826,883,110,555.0,562.0,334.0,104.0,-1683.0,-0.2,-0.013157894736842177
2020-05-08,634,661,342,134,622.0,826.0,883.0,110.0,-1683.0,-0.2,-0.0002432667245872917
2020-05-11,496,547,511,71,634.0,661.0,342.0,134.0,-20679.0,-0.2,0.00463774090487486
2020-05-12,454,692,345,81,496.0,547.0,511.0,71.0,-20679.0,-0.2,0.00743955362678248
2020-05-13,456,522,277,86,454.0,692.0,345.0,81.0,-20679.0,-0.2,-0.02423499778753533
2020-05-14,353,531,477,95,456.0,522.0,277.0,86.0,-20679.0,-0.2,-0.015591134726980285
2020-05-15,384,444,425,64,353.0,531.0,477.0,95.0,-20679.0,-0.2,0.02158092848180692
2020-05-18,885,1119,304,156,384.0,444.0,425.0,64.0,-20679.0,-0.2,0.013847080072245522
2020-05-19,467,604,569,91,885.0,1119.0,304.0,156.0,-20679.0,-0.2,0.006654154581129461
2020-05-20,544,604,274,82,467.0,604.0,569.0,91.0,-20679.0,-0.2,-0.008085612366230661
2020-05-21,477,695,531,89,544.0,604.0,274.0,82.0,-20679.0,-0.2,0.003752281792982265
2020-05-22,277,303,375,35,477.0,695.0,531.0,89.0,-20679.0,-0.2,-0.0064355268034638115
2020-05-26,434,607,259,77,277.0,303.0,375.0,35.0,-20679.0,-0.2,0.0029534575822385326
2020-05-27,516,684,293,92,434.0,607.0,259.0,77.0,-20679.0,-0.2,-0.009439274003908264
2020-05-28,366,439,299,79,516.0,684.0,293.0,92.0,-20679.0,-0.2,0.004667019727260586
2020-05-29,241,239,418,47,366.0,439.0,299.0,79.0,-20679.0,0.0,-0.005514524864598557
2020-06-01,398,535,734,69,241.0,239.0,418.0,47.0,-20679.0,0.0,0.006149573497322006
2020-06-02,376,469,571,55,398.0,535.0,734.0,69.0,-20679.0,0.0,0.006356629998023868
2020-06-03,176,276,483,35,376.0,469.0,571.0,55.0,-20679.0,0.0,0.004991029195889653
2020-06-04,60,83,215,6,176.0,276.0,483.0,35.0,-20679.0,0.0,0.006253223310985036
2020-06-05,101,139,268,19,60.0,83.0,215.0,6.0,-20679.0,0.0,0.0008035742984796374
2020-06-08,167,227,3882,41,101.0,139.0,268.0,19.0,2833.0,0.0,0.006651325536676723
2020-06-09,50,58,4762,9,167.0,227.0,3882.0,41.0,2833.0,0.0,0.009306102054837178
2020-06-10,114,131,4473,23,50.0,58.0,4762.0,9.0,2833.0,0.0,0.0015298157976896946
2020-06-11,494,547,12300,116,114.0,131.0,4473.0,23.0,2833.0,0.0,-0.007529089664613328
2020-06-12,325,303,11686,52,494.0,547.0,12300.0,116.0,2833.0,0.0,-0.03483593398831299
2020-06-15,559,550,1498,100,325.0,303.0,11686.0,52.0,2833.0,0.0,-0.013074227874383693
2020-06-16,514,488,1387,101,559.0,550.0,1498.0,100.0,2833.0,0.0,0.030299979867123118
2020-06-17,442,494,1943,63,514.0,488.0,1387.0,101.0,2833.0,0.0,-0.007987828071510201
2020-06-18,500,529,460,77,442.0,494.0,1943.0,63.0,2833.0,0.0,-0.007673448594262324
2020-06-19,515,573,669,89,500.0,529.0,460.0,77.0,2833.0,0.0,0.00570949324215342
2020-06-22,259,299,1015,60,515.0,573.0,669.0,89.0,2833.0,0.0,-0.01760193525798144
2020-06-23,283,328,754,48,259.0,299.0,1015.0,60.0,2833.0,0.0,0.008539238286957353
2020-06-24,484,388,1666,96,283.0,328.0,754.0,48.0,2833.0,0.0,-0.004593447956872621
2020-06-25,384,405,213,64,484.0,388.0,1666.0,96.0,2833.0,0.0,-0.01855796540149755
2020-06-26,361,371,726,53,384.0,405.0,213.0,64.0,2833.0,0.0,0.012785448314495651
2020-06-29,196,275,791,59,361.0,371.0,726.0,53.0,2833.0,0.0,-0.019956885288737958
2020-06-30,373,385,616,50,196.0,275.0,791.0,59.0,2833.0,0.0,0.010119106864403815
2020-07-01,370,428,218,49,373.0,385.0,616.0,50.0,2833.0,0.0,0.014375472877397297
2020-07-02,424,591,210,69,370.0,428.0,218.0,49.0,2833.0,0.0,0.0030687728139031194
2020-07-06,276,373,1340,58,424.0,591.0,210.0,69.0,4846.0,0.0,-0.006396384928716875
2020-07-07,391,514,241,78,276.0,373.0,1340.0,58.0,4846.0,0.0,0.0021493820526598817
2020-07-08,374,417,709,65,391.0,514.0,241.0,78.0,4846.0,0.0,-0.005073244974316771
2020-07-09,382,473,665,70,374.0,417.0,709.0,65.0,4846.0,0.0,0.004990305457550596
2020-07-10,451,561,263,67,382.0,473.0,665.0,70.0,4846.0,0.0,-0.007764171190506184
2020-07-13,479,587,272,110,451.0,561.0,263.0,67.0,4846.0,0.0,0.010435557252394045
2020-07-14,331,404,4459,49,479.0,587.0,272.0,110.0,4846.0,0.0,-0.016524536906881642
2020-07-15,230,327,4511,84,331.0,404.0,4459.0,49.0,4846.0,0.0,0.017938078518991398
2020-07-16,416,553,254,59,230.0,327.0,4511.0,84.0,4846.0,0.0,-0.001736918830061109
2020-07-17,372,492,202,58,416.0,553.0,254.0,59.0,4846.0,0.0,0.0031270521279589732
2020-07-20,301,440,8107,47,372.0,492.0,202.0,58.0,4846.0,0.0,-0.0004970796570149378
2020-07-21,336,547,9291,57,301.0,440.0,8107.0,47.0,4846.0,0.0,0.008991071150794843
2020-07-22,211,224,5838,32,336.0,547.0,9291.0,57.0,4846.0,0.0,-0.004411088987593805
2020-07-23,258,359,5750,52,211.0,224.0,5838.0,32.0,4846.0,0.0,0.0069003758240404455
2020-07-24,286,301,3003,35,258.0,359.0,5750.0,52.0,4846.0,0.0,-0.010751370723190636
2020-07-27,378,489,200,67,286.0,301.0,3003.0,35.0,4846.0,0.0,-0.0002181025081788228
2020-07-28,464,509,252,71,378.0,489.0,200.0,67.0,4846.0,0.0,0.0049435686969500105
2020-07-29,500,498,240,71,464.0,509.0,252.0,71.0,4846.0,0.0,-0.003907824954253607
2020-07-30,437,463,274,64,500.0,498.0,240.0,71.0,4846.0,0.0,0.009313299391531108
2020-07-31,355,513,252,54,437.0,463.0,274.0,64.0,4846.0,1.5,0.006399502951227097
2020-08-03,448,834,238,97,355.0,513.0,252.0,54.0,4846.0,1.5,0.0019024240564590503
2020-08-04,494,755,309,80,448.0,834.0,238.0,97.0,4846.0,1.5,0.0014315302144250347
2020-08-05,489,749,300,85,494.0,755.0,309.0,80.0,4846.0,1.5,0.006710181174891687
2020-08-06,491,745,312,75,489.0,749.0,300.0,85.0,4846.0,1.5,0.0019307931336168766
2020-08-07,426,640,281,58,491.0,745.0,312.0,75.0,4846.0,1.5,0.008598108060247387
2020-08-10,429,642,239,65,426.0,640.0,281.0,58.0,1726.0,1.5,0.0038706192990879155
2020-08-11,377,476,259,60,429.0,642.0,239.0,65.0,1726.0,1.5,0.001522115442010359
2020-08-12,445,581,274,71,377.0,476.0,259.0,60.0,1726.0,1.5,-0.012023155707288144
2020-08-13,405,616,261,59,445.0,581.0,274.0,71.0,1726.0,1.5,0.005962318149296446
2020-08-14,562,704,278,79,405.0,616.0,261.0,59.0,1726.0,1.5,0.0006535753542674621
2020-08-17,412,677,216,67,562.0,704.0,278.0,79.0,1726.0,1.5,0.0012782021937515233
2020-08-18,284,462,224,54,412.0,677.0,216.0,67.0,1726.0,1.5,-8.877315499784789e-05
2020-08-19,358,523,235,58,284.0,462.0,224.0,54.0,1726.0,1.5,0.0008866820358219879
2020-08-20,381,475,254,75,358.0,523.0,235.0,58.0,1726.0,1.5,-0.0053679398318831825
2020-08-21,394,463,259,53,381.0,475.0,254.0,75.0,1726.0,1.5,0.00870706106870217
2020-08-24,311,447,257,46,394.0,463.0,259.0,53.0,1726.0,1.5,0.004616477272727279
2020-08-25,307,416,233,55,311.0,447.0,257.0,46.0,1726.0,1.5,0.002338360809072873
2020-08-26,438,693,310,89,307.0,416.0,233.0,55.0,1726.0,1.5,0.0017174628125637699
2020-08-27,492,688,341,111,438.0,693.0,310.0,89.0,1726.0,1.5,0.008150597517113363
2020-08-28,312,518,265,76,492.0,688.0,341.0,111.0,1726.0,0.3,-0.000516484462425775
2020-08-31,563,861,325,111,312.0,518.0,265.0,76.0,1726.0,0.3,0.0032623626373625985
2020-09-01,431,713,563,87,563.0,861.0,325.0,111.0,1726.0,0.3,-0.002968460111317313
2020-09-02,571,658,371,80,431.0,713.0,563.0,87.0,1726.0,0.3,0.006824476742526037
2020-09-03,683,764,450,126,571.0,658.0,371.0,80.0,1726.0,0.3,0.008543152789917309
2020-09-04,773,882,455,107,683.0,764.0,450.0,126.0,1726.0,0.3,-0.029448956079467268
2020-09-08,425,529,283,87,773.0,882.0,455.0,107.0,1583.0,0.3,-0.010285152977205104
2020-09-09,448,495,306,54,425.0,529.0,283.0,87.0,1583.0,0.3,-0.010394701672062013
2020-09-10,482,522,284,82,448.0,495.0,306.0,54.0,1583.0,0.3,0.00663605391793811
2020-09-11,494,540,248,75,482.0,522.0,284.0,82.0,1583.0,0.3,-0.02319934468433681
2020-09-14,187,243,812,24,494.0,540.0,248.0,75.0,1583.0,0.3,-0.005240902864629834
2020-09-15,479,528,264,80,187.0,243.0,812.0,24.0,1583.0,0.3,0.0028741592343475967
2020-09-16,561,750,319,82,479.0,528.0,264.0,80.0,1583.0,0.3,-0.0027849437148217307
2020-09-17,517,661,267,84,561.0,750.0,319.0,82.0,1583.0,0.3,-0.007876782524669845
2020-09-18,312,360,842,51,517.0,661.0,267.0,84.0,1583.0,0.3,0.006835351960666665
2020-09-21,520,468,275,79,312.0,360.0,842.0,51.0,1583.0,0.3,-0.014074007812267132
2020-09-22,227,331,185,51,520.0,468.0,275.0,79.0,1583.0,0.3,0.003899293828676815
2020-09-23,619,691,350,92,227.0,331.0,185.0,51.0,1583.0,0.3,0.005265240283653464
2020-09-24,424,469,248,71,619.0,691.0,350.0,92.0,1583.0,0.3,-0.02496222423692956
2020-09-25,278,250,128,57,424.0,469.0,248.0,71.0,1583.0,0.3,0.007097939107153891
2020-09-28,247,385,155,35,278.0,250.0,128.0,57.0,1583.0,0.3,0.01906503813007637
2020-09-29,332,392,208,80,247.0,385.0,155.0,35.0,1583.0,0.3,0.002910989736510325
2020-09-30,239,391,177,46,332.0,392.0,208.0,80.0,1583.0,0.3,-0.004790849477498047
2020-10-01,308,392,507,65,239.0,391.0,177.0,46.0,1583.0,0.0,0.005403944879762261
2020-10-02,271,364,204,57,308.0,392.0,507.0,65.0,1583.0,0.0,-0.0019248423109952245
2020-10-05,320,420,153,55,271.0,364.0,204.0,57.0,716.0,0.0,0.006451612903225766
2020-10-06,294,410,216,56,320.0,420.0,153.0,55.0,716.0,0.0,0.01100993870142233
2020-10-07,320,419,208,47,294.0,410.0,216.0,56.0,716.0,0.0,-0.014650937012738719
2020-10-08,310,434,235,56,320.0,419.0,208.0,47.0,716.0,0.0,0.00780787885957644
2020-10-09,338,494,233,60,310.0,434.0,235.0,56.0,716.0,0.0,0.002712556511593845
2020-10-12,314,443,209,64,338.0,494.0,233.0,60.0,716.0,0.0,0.003733070957286782
2020-10-13,282,433,234,74,314.0,443.0,209.0,64.0,716.0,0.0,0.008123802168254332
2020-10-14,419,529,247,73,282.0,433.0,234.0,74.0,716.0,0.0,-0.006103099806971663
2020-10-15,417,562,284,55,419.0,529.0,247.0,73.0,716.0,0.0,-0.00803991446899499
2020-10-16,364,524,251,59,417.0,562.0,284.0,55.0,716.0,0.0,0.011026737656745571
2020-10-19,155,204,108,40,364.0,524.0,251.0,59.0,716.0,0.0,-0.0047856487849609105
2020-10-20,532,454,232,54,155.0,204.0,108.0,40.0,716.0,0.0,-0.019044887422916927
2020-10-21,502,634,324,83,532.0,454.0,232.0,54.0,716.0,0.0,-0.00023292377569435766
2020-10-22,307,524,273,54,502.0,634.0,324.0,83.0,716.0,0.0,-0.0017475897824249726
2020-10-23,228,449,227,51,307.0,524.0,273.0,54.0,716.0,0.0,0.0048110566829952005
2020-10-26,228,336,202,41,228.0,449.0,227.0,51.0,716.0,0.0,-0.000433613736883283
2020-10-27,297,372,230,54,228.0,336.0,202.0,41.0,716.0,0.0,-0.008008651682109166
2020-10-28,370,456,282,46,297.0,372.0,230.0,54.0,716.0,0.0,-0.004532611255003425
2020-10-29,327,403,259,51,370.0,456.0,282.0,46.0,716.0,0.0,-0.01638060825052694
2020-10-30,324,322,215,46,327.0,403.0,259.0,51.0,716.0,0.3,0.00939096387384905
2020-11-02,196,269,155,41,324.0,322.0,215.0,46.0,716.0,0.3,-0.005300353356890314
2020-11-03,256,318,172,46,196.0,269.0,155.0,41.0,716.0,0.3,0.0
2020-11-04,226,243,190,40,256.0,318.0,172.0,46.0,716.0,0.3,0.0070124966286073155
2020-11-05,9,14,12,3,226.0,243.0,190.0,40.0,716.0,0.3,0.007862465528369438
2020-11-06,95,70,57,12,9.0,14.0,12.0,3.0,716.0,0.3,0.002863360439812164
2020-11-09,276,398,376,53,95.0,70.0,57.0,12.0,680.0,0.3,0.0006572743120053103
2020-11-10,205,308,275,41,276.0,398.0,376.0,53.0,680.0,0.3,-0.025853779157622943
2020-11-11,187,238,207,33,205.0,308.0,275.0,41.0,680.0,0.3,0.0015559138872387093
2020-11-12,301,390,279,48,187.0,238.0,207.0,33.0,680.0,0.3,0.0007575757575758661
2020-11-13,316,436,532,52,301.0,390.0,279.0,48.0,680.0,0.3,-0.0066651667697845895
2020-11-16,196,341,16019,31,316.0,436.0,532.0,52.0,680.0,0.3,0.00796577251104805
2020-11-17,226,290,5330,39,196.0,341.0,16019.0,31.0,680.0,0.3,0.004404676159343939
2020-11-18,357,496,3540,64,226.0,290.0,5330.0,39.0,680.0,0.3,0.0018057060310580804
2020-11-19,365,504,1250,67,357.0,496.0,3540.0,64.0,680.0,0.3,-0.012828683051176338
2020-11-20,297,530,406,73,365.0,504.0,1250.0,67.0,680.0,0.3,0.006130483689538666
2020-11-23,343,725,462,75,297.0,530.0,406.0,73.0,680.0,0.3,-0.006069930069930114
2020-11-24,524,923,646,92,343.0,725.0,462.0,75.0,680.0,0.3,0.000503806538289316
2020-11-25,715,1351,1090,145,524.0,923.0,646.0,92.0,680.0,0.3,0.008356236639738064
2020-11-27,822,1278,1580,177,715.0,1351.0,1090.0,145.0,680.0,0.3,-0.0012943023159749138
2020-11-30,933,1428,986,172,822.0,1278.0,1580.0,177.0,680.0,0.3,-0.000467238346525833
2020-12-01,879,1240,798,143,933.0,1428.0,986.0,172.0,680.0,0.3,-0.002122205991786737
2020-12-02,801,1181,650,175,879.0,1240.0,798.0,143.0,680.0,0.3,0.0012309543999780852
2020-12-03,385,500,282,67,801.0,1181.0,650.0,175.0,680.0,0.3,0.0053999232498219045
2020-12-04,357,666,545,66,385.0,500.0,282.0,67.0,680.0,0.3,2.727173557322708e-05
2020-12-07,513,806,306,84,357.0,666.0,545.0,66.0,264.0,0.3,0.006887727322225932
2020-12-08,495,897,333,134,513.0,806.0,306.0,84.0,264.0,0.3,0.00018969161563057063
2020-12-09,576,779,334,97,495.0,897.0,333.0,134.0,264.0,0.3,0.006662678124660036
2020-12-10,521,819,310,87,576.0,779.0,334.0,97.0,264.0,0.3,-0.010866048317515026
2020-12-11,708,1135,252,100,521.0,819.0,310.0,87.0,264.0,0.3,0.0037222541533240647
2020-12-14,435,712,173,76,708.0,1135.0,252.0,100.0,264.0,0.3,0.003836667580159041
2020-12-15,294,574,163,63,435.0,712.0,173.0,76.0,264.0,0.3,-0.010796440972222118
2020-12-16,527,778,247,107,294.0,574.0,163.0,63.0,264.0,0.3,0.005960805661404458
2020-12-17,280,431,885,44,527.0,778.0,247.0,107.0,264.0,0.3,0.0009464063598507997
2020-12-18,186,304,2765,59,280.0,431.0,885.0,44.0,264.0,0.3,0.000806581706726922
2020-12-21,362,645,187,70,186.0,304.0,2765.0,59.0,264.0,0.3,-0.004825188020594712
2020-12-22,465,696,202,67,362.0,645.0,187.0,70.0,264.0,0.3,0.007918459051428847
2020-12-23,536,793,224,86,465.0,696.0,202.0,67.0,264.0,0.0,-0.0026343662583850807
2020-12-24,576,718,321,85,536.0,793.0,224.0,86.0,264.0,0.0,-0.001927880960138969
2020-12-28,432,681,201,83,576.0,718.0,321.0,85.0,264.0,0.0,0.002499456639860943
2020-12-29,495,778,271,78,432.0,681.0,201.0,83.0,264.0,0.0,0.0011567224404153626
2020-12-30,351,660,168,68,495.0,778.0,271.0,78.0,264.0,0.0,-0.006286616195393443
2020-12-31,530,791,207,118,351.0,660.0,168.0,68.0,264.0,0.0,-0.0009400010742868504
2021-01-04,355,684,144,83,530.0,791.0,207.0,118.0,264.0,0.0,0.0056485018021411116
2021-01-05,468,860,144,100,355.0,684.0,144.0,83.0,264.0,0.0,-0.01737230556073641
2021-01-06,302,425,280,52,468.0,860.0,144.0,100.0,264.0,0.0,0.00877478945938593
2021-01-07,328,567,373,57,302.0,425.0,280.0,52.0,264.0,0.0,0.010386519163668909
2021-01-08,424,644,365,69,328.0,567.0,373.0,57.0,264.0,0.0,0.007976601967561819
2021-01-11,390,641,816,69,424.0,644.0,365.0,69.0,-227.0,0.0,0.0017604246039045058
2021-01-12,318,616,564,67,390.0,641.0,816.0,69.0,-227.0,0.0,0.002223104406510454
2021-01-13,695,1078,2090,105,318.0,616.0,564.0,67.0,-227.0,0.0,-0.0003167146137401477
2021-01-14,732,1175,2319,125,695.0,1078.0,2090.0,105.0,-227.0,0.0,0.002904750587551884
2021-01-15,725,1325,2631,146,732.0,1175.0,2319.0,125.0,-227.0,0.0,-0.0055965737407708965
2021-01-19,701,1066,1798,124,725.0,1325.0,2631.0,146.0,-227.0,0.0,-0.002707581227436925
2021-01-20,718,1085,1781,118,701.0,1066.0,1798.0,124.0,-227.0,0.0,0.000819368821694778
2021-01-21,822,1297,1188,154,718.0,1085.0,1781.0,118.0,-227.0,0.0,0.0072944819081104464
2021-01-22,1743,2524,1556,326,822.0,1297.0,1188.0,154.0,-227.0,0.0,-0.0006502119691019272
2021-01-25,2959,4338,3879,523,1743.0,2524.0,1556.0,326.0,-227.0,0.0,0.0016481360366252336
2021-01-26,2794,3335,2106,480,2959.0,4338.0,3879.0,523.0,-227.0,0.0,0.0018766127140510608
2021-01-27,5737,6770,145439,1037,2794.0,3335.0,2106.0,480.0,-227.0,0.0,-0.004203315949248864
2021-01-28,16641,13053,222363,2711,5737.0,6770.0,145439.0,1037.0,-227.0,0.0,-0.01528062700541792
2021-01-29,4253,3727,1951,678,16641.0,13053.0,222363.0,2711.0,-227.0,0.1,0.0033744287384418693
2021-02-01,1880,1933,947723,338,4253.0,3727.0,1951.0,678.0,-227.0,0.1,-0.014801799643265988
2021-02-02,3893,3505,1043095,556,1880.0,1933.0,947723.0,338.0,-227.0,0.1,0.006716258161190171
2021-02-03,1544,1795,476223,276,3893.0,3505.0,1043095.0,556.0,-227.0,0.1,0.005004609508758156
2021-02-04,4073,3846,439712,698,1544.0,1795.0,476223.0,276.0,-227.0,0.1,-0.0015296717089178019
